Country,Subnational region,Module,Indicator,Configuration,2015
AMRA,,Demographic Projection (DemProj),Defined age group,age 57; Total Region; Male+Female,3630037
AMRA,,Demographic Projection (DemProj),Defined age group,age 58; Total Region; Male+Female,3451879
AMRA,,Demographic Projection (DemProj),Defined age group,age 59; Total Region; Male+Female,3271102
AMRA,,Demographic Projection (DemProj),Defined age group,age 60; Total Region; Male+Female,3091708
AMRA,,Demographic Projection (DemProj),Defined age group,age 61; Total Region; Male+Female,2915783
AMRA,,Demographic Projection (DemProj),Defined age group,age 62; Total Region; Male+Female,2742395
AMRA,,Demographic Projection (DemProj),Defined age group,age 63; Total Region; Male+Female,2573074
AMRA,,Demographic Projection (DemProj),Defined age group,age 64; Total Region; Male+Female,2409457
AMRA,,Demographic Projection (DemProj),Defined age group,age 65; Total Region; Male+Female,2249569
AMRA,,Demographic Projection (DemProj),Defined age group,age 66; Total Region; Male+Female,2097699
AMRA,,Demographic Projection (DemProj),Defined age group,age 67; Total Region; Male+Female,1960985
AMRA,,Demographic Projection (DemProj),Defined age group,age 68; Total Region; Male+Female,1841279
AMRA,,Demographic Projection (DemProj),Defined age group,age 69; Total Region; Male+Female,1734096
AMRA,,Demographic Projection (DemProj),Defined age group,age 70; Total Region; Male+Female,14489832
AMRA,,Demographic Projection (DemProj),Defined age group,age 71; Total Region; Male+Female,2397905
AMRA,,Demographic Projection (DemProj),Defined age group,age 72; Total Region; Male+Female,2385669
AMRA,,Demographic Projection (DemProj),Defined age group,age 73; Total Region; Male+Female,2374703
AMRA,,Demographic Projection (DemProj),Defined age group,age 74; Total Region; Male+Female,2363402
AMRA,,Demographic Projection (DemProj),Defined age group,age 75; Total Region; Male+Female,2353844
AMRA,,Demographic Projection (DemProj),Defined age group,age 76; Total Region; Male+Female,2349343
AMRA,,Demographic Projection (DemProj),Defined age group,age 77; Total Region; Male+Female,2349647
AMRA,,Demographic Projection (DemProj),Defined age group,age 78; Total Region; Male+Female,2352133
AMRA,,Demographic Projection (DemProj),Defined age group,age 79; Total Region; Male+Female,2353053
AMRA,,Demographic Projection (DemProj),Defined age group,age 80; Total Region; Male+Female,2350911
AMRA,,Demographic Projection (DemProj),Defined age group,age 0; Total Region; Male,2350382
AMRA,,Demographic Projection (DemProj),Defined age group,age 1; Total Region; Male,2350764
AMRA,,Demographic Projection (DemProj),Defined age group,age 2; Total Region; Male,2348328
AMRA,,Demographic Projection (DemProj),Defined age group,age 3; Total Region; Male,2339870
AMRA,,Demographic Projection (DemProj),Defined age group,age 4; Total Region; Male,2326512
AMRA,,Demographic Projection (DemProj),Defined age group,age 5; Total Region; Male,2317168
AMRA,,Demographic Projection (DemProj),Defined age group,age 6; Total Region; Male,2312825
AMRA,,Demographic Projection (DemProj),Defined age group,age 7; Total Region; Male,2310599
AMRA,,Demographic Projection (DemProj),Defined age group,age 8; Total Region; Male,2323988
AMRA,,Demographic Projection (DemProj),Defined age group,age 9; Total Region; Male,2353858
AMRA,,Demographic Projection (DemProj),Defined age group,age 10; Total Region; Male,2389352
AMRA,,Demographic Projection (DemProj),Defined age group,age 11; Total Region; Male,2431890
AMRA,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Male,2480199
AMRA,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Male,2515193
AMRA,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Male,2530675
AMRA,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Male,2536401
AMRA,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Male,2532124
AMRA,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Male,2521421
AMRA,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Male,2507985
AMRA,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Male,2495492
AMRA,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Male,2482552
AMRA,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Male,2469483
AMRA,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Male,2457882
AMRA,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Male,2452694
AMRA,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Male,2448268
AMRA,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Male,2427858
AMRA,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Male,2389302
AMRA,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Male,2337075
AMRA,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Male,2301950
AMRA,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Male,2288088
AMRA,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Male,2275111
AMRA,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Male,2267047
AMRA,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Male,2263742
AMRA,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Male,2330353
AMRA,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Male,2367621
AMRA,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Male,2504121
AMRA,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Male,2481236
AMRA,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Male,2450165
AMRA,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Male,2414007
AMRA,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Male,2378114
AMRA,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Male,2596179
AMRA,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Male,2618832
AMRA,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Male,2634695
AMRA,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Male,2642370
AMRA,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Male,2639779
AMRA,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Male,2625207
AMRA,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Male,2597734
AMRA,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Male,2557313
AMRA,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Male,2504630
AMRA,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Male,2440889
AMRA,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Male,2368635
AMRA,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Male,2288261
AMRA,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Male,2198933
AMRA,,Demographic Projection (DemProj),Defined age group,age 53; Total Region; Male,2101645
AMRA,,Demographic Projection (DemProj),Defined age group,age 54; Total Region; Male,1999797
AMRA,,Demographic Projection (DemProj),Defined age group,age 55; Total Region; Male,1895414
AMRA,,Demographic Projection (DemProj),Defined age group,age 56; Total Region; Male,1793246
AMRA,,Demographic Projection (DemProj),Defined age group,age 57; Total Region; Male,1697725
AMRA,,Demographic Projection (DemProj),Defined age group,age 58; Total Region; Male,1610856
AMRA,,Demographic Projection (DemProj),Defined age group,age 59; Total Region; Male,1529951
AMRA,,Demographic Projection (DemProj),Defined age group,age 60; Total Region; Male,1451716
AMRA,,Demographic Projection (DemProj),Defined age group,age 61; Total Region; Male,1372127
AMRA,,Demographic Projection (DemProj),Defined age group,age 62; Total Region; Male,1289672
AMRA,,Demographic Projection (DemProj),Defined age group,age 63; Total Region; Male,1203472
AMRA,,Demographic Projection (DemProj),Defined age group,age 64; Total Region; Male,1116285
AMRA,,Demographic Projection (DemProj),Defined age group,age 65; Total Region; Male,1030767
AMRA,,Demographic Projection (DemProj),Defined age group,age 66; Total Region; Male,950908
AMRA,,Demographic Projection (DemProj),Defined age group,age 67; Total Region; Male,879043
AMRA,,Demographic Projection (DemProj),Defined age group,age 68; Total Region; Male,816211
AMRA,,Demographic Projection (DemProj),Defined age group,age 69; Total Region; Male,759897
AMRA,,Demographic Projection (DemProj),Defined age group,age 70; Total Region; Male,5493415
AMRA,,Demographic Projection (DemProj),Defined age group,age 71; Total Region; Male,2290772
AMRA,,Demographic Projection (DemProj),Defined age group,age 72; Total Region; Male,2279388
AMRA,,Demographic Projection (DemProj),Defined age group,age 73; Total Region; Male,2268644
AMRA,,Demographic Projection (DemProj),Defined age group,age 74; Total Region; Male,2258003
AMRA,,Demographic Projection (DemProj),Defined age group,age 75; Total Region; Male,2249074
AMRA,,Demographic Projection (DemProj),Defined age group,age 76; Total Region; Male,2244904
AMRA,,Demographic Projection (DemProj),Defined age group,age 77; Total Region; Male,2245282
AMRA,,Demographic Projection (DemProj),Defined age group,age 78; Total Region; Male,2247869
AMRA,,Demographic Projection (DemProj),Defined age group,age 79; Total Region; Male,2249309
AMRA,,Demographic Projection (DemProj),Defined age group,age 80; Total Region; Male,2248041
AMRA,,Demographic Projection (DemProj),Defined age group,age 0; Total Region; Female,2248421
AMRA,,Demographic Projection (DemProj),Defined age group,age 1; Total Region; Female,2249854
AMRA,,Demographic Projection (DemProj),Defined age group,age 2; Total Region; Female,2248581
AMRA,,Demographic Projection (DemProj),Defined age group,age 3; Total Region; Female,2241043
AMRA,,Demographic Projection (DemProj),Defined age group,age 4; Total Region; Female,2228210
AMRA,,Demographic Projection (DemProj),Defined age group,age 5; Total Region; Female,2218062
AMRA,,Demographic Projection (DemProj),Defined age group,age 6; Total Region; Female,2211397
AMRA,,Demographic Projection (DemProj),Defined age group,age 7; Total Region; Female,2205787
AMRA,,Demographic Projection (DemProj),Defined age group,age 8; Total Region; Female,2214899
AMRA,,Demographic Projection (DemProj),Defined age group,age 9; Total Region; Female,2240469
AMRA,,Demographic Projection (DemProj),Defined age group,age 10; Total Region; Female,2272606
AMRA,,Demographic Projection (DemProj),Defined age group,age 11; Total Region; Female,2312716
AMRA,,Demographic Projection (DemProj),Defined age group,age 12; Total Region; Female,2359350
AMRA,,Demographic Projection (DemProj),Defined age group,age 13; Total Region; Female,2393415
AMRA,,Demographic Projection (DemProj),Defined age group,age 14; Total Region; Female,2408495
AMRA,,Demographic Projection (DemProj),Defined age group,age 15; Total Region; Female,2414097
AMRA,,Demographic Projection (DemProj),Defined age group,age 16; Total Region; Female,2410010
AMRA,,Demographic Projection (DemProj),Defined age group,age 17; Total Region; Female,2399741
AMRA,,Demographic Projection (DemProj),Defined age group,age 18; Total Region; Female,2386848
AMRA,,Demographic Projection (DemProj),Defined age group,age 19; Total Region; Female,2374941
AMRA,,Demographic Projection (DemProj),Defined age group,age 20; Total Region; Female,2362991
AMRA,,Demographic Projection (DemProj),Defined age group,age 21; Total Region; Female,2351731
AMRA,,Demographic Projection (DemProj),Defined age group,age 22; Total Region; Female,2343055
AMRA,,Demographic Projection (DemProj),Defined age group,age 23; Total Region; Female,2342228
AMRA,,Demographic Projection (DemProj),Defined age group,age 24; Total Region; Female,2343789
AMRA,,Demographic Projection (DemProj),Defined age group,age 25; Total Region; Female,2330979
AMRA,,Demographic Projection (DemProj),Defined age group,age 26; Total Region; Female,2301415
AMRA,,Demographic Projection (DemProj),Defined age group,age 27; Total Region; Female,2259349
AMRA,,Demographic Projection (DemProj),Defined age group,age 28; Total Region; Female,2234659
AMRA,,Demographic Projection (DemProj),Defined age group,age 29; Total Region; Female,2231163
AMRA,,Demographic Projection (DemProj),Defined age group,age 30; Total Region; Female,2228708
AMRA,,Demographic Projection (DemProj),Defined age group,age 31; Total Region; Female,2230957
AMRA,,Demographic Projection (DemProj),Defined age group,age 32; Total Region; Female,2237646
AMRA,,Demographic Projection (DemProj),Defined age group,age 33; Total Region; Female,2313441
AMRA,,Demographic Projection (DemProj),Defined age group,age 34; Total Region; Female,2359251
AMRA,,Demographic Projection (DemProj),Defined age group,age 35; Total Region; Female,2478197
AMRA,,Demographic Projection (DemProj),Defined age group,age 36; Total Region; Female,2464168
AMRA,,Demographic Projection (DemProj),Defined age group,age 37; Total Region; Female,2441213
AMRA,,Demographic Projection (DemProj),Defined age group,age 38; Total Region; Female,2413229
AMRA,,Demographic Projection (DemProj),Defined age group,age 39; Total Region; Female,2385569
AMRA,,Demographic Projection (DemProj),Defined age group,age 40; Total Region; Female,2608757
AMRA,,Demographic Projection (DemProj),Defined age group,age 41; Total Region; Female,2638432
AMRA,,Demographic Projection (DemProj),Defined age group,age 42; Total Region; Female,2661806
AMRA,,Demographic Projection (DemProj),Defined age group,age 43; Total Region; Female,2676946
AMRA,,Demographic Projection (DemProj),Defined age group,age 44; Total Region; Female,2680807
AMRA,,Demographic Projection (DemProj),Defined age group,age 45; Total Region; Female,2670738
AMRA,,Demographic Projection (DemProj),Defined age group,age 46; Total Region; Female,2645351
AMRA,,Demographic Projection (DemProj),Defined age group,age 47; Total Region; Female,2604932
AMRA,,Demographic Projection (DemProj),Defined age group,age 48; Total Region; Female,2551521
AMRA,,Demographic Projection (DemProj),Defined age group,age 49; Total Region; Female,2488738
AMRA,,Demographic Projection (DemProj),Defined age group,age 50; Total Region; Female,2417294
AMRA,,Demographic Projection (DemProj),Defined age group,age 51; Total Region; Female,2342259
AMRA,,Demographic Projection (DemProj),Defined age group,age 52; Total Region; Female,2270117
